src,trg,NL,Sim_Score
tigre,tigre,0,0.301029995663981
t-rex,t-rex,0,0.301029995663981
terme,terme,0,0.301029995663981
toure,toure,0,0.301029995663981
thre,three,0.2,0.255272505103306
tress,tress,0,0.301029995663981
trevi,trevi,0,0.301029995663981
terek,terek,0,0.301029995663981
tere,terre,0.2,0.255272505103306
tarek,tarek,0,0.301029995663981
tyree,tyree,0,0.301029995663981
ture,turre,0.2,0.255272505103306
autre,autre,0,0.301029995663981
turne,turne,0,0.301029995663981
tareq,tareq,0,0.301029995663981
tarde,tarde,0,0.301029995663981
trane,trane,0,0.301029995663981
torne,torne,0,0.301029995663981
trejo,trejo,0,0.301029995663981
torme,torme,0,0.301029995663981
pitre,pitre,0,0.301029995663981
nurse,nurse,0,0.301029995663981
andre,andre,0,0.301029995663981
snare,snare,0,0.301029995663981
norte,norte,0,0.301029995663981
noire,noire,0,0.301029995663981
indre,indre,0,0.301029995663981
nares,nares,0,0.301029995663981
nobre,nobre,0,0.301029995663981
narre,narre,0,0.301029995663981
note,notte,0.2,0.255272505103306
notes,notes,0,0.301029995663981
intel,intel,0,0.301029995663981
monte,monte,0,0.301029995663981
inter,inter,0,0.301029995663981
unite,unite,0,0.301029995663981
dante,dante,0,0.301029995663981
ponte,ponte,0,0.301029995663981
nolte,nolte,0,0.301029995663981
unter,unter,0,0.301029995663981
antes,antes,0,0.301029995663981
tante,tante,0,0.301029995663981
notte,notte,0,0.301029995663981
fante,fante,0,0.301029995663981
fonte,fonte,0,0.301029995663981
cante,cante,0,0.301029995663981
entry,entry,0,0.301029995663981
intro,intro,0,0.301029995663981
nitro,nitro,0,0.301029995663981
intra,intra,0,0.301029995663981
antar,antar,0,0.301029995663981
retire,retire,0,0.301029995663981
petrie,petrie,0,0.301029995663981
ettore,ettore,0,0.301029995663981
lettre,lettre,0,0.301029995663981
teatre,teatre,0,0.301029995663981
where,where,0,0.301029995663981
serve,serve,0,0.301029995663981
derek,derek,0,0.301029995663981
verge,verge,0,0.301029995663981
serie,serie,0,0.301029995663981
ernie,ernie,0,0.301029995663981
verde,verde,0,0.301029995663981
serge,serge,0,0.301029995663981
earle,earle,0,0.301029995663981
vere,verre,0.2,0.255272505103306
verve,verve,0,0.301029995663981
verne,verne,0,0.301029995663981
merle,merle,0,0.301029995663981
ceres,ceres,0,0.301029995663981
beret,beret,0,0.301029995663981
deere,deere,0,0.301029995663981
jerez,jerez,0,0.301029995663981
bere,berre,0.2,0.255272505103306
dere,deere,0.2,0.255272505103306
keren,keren,0,0.301029995663981
merce,merce,0,0.301029995663981
berge,berge,0,0.301029995663981
eres,erres,0.2,0.255272505103306
eures,eures,0,0.301029995663981
herve,herve,0,0.301029995663981
segre,segre,0,0.301029995663981
kerem,kerem,0,0.301029995663981
efren,efren,0,0.301029995663981
ferre,ferre,0,0.301029995663981
verre,verre,0,0.301029995663981
serle,serle,0,0.301029995663981
seres,seres,0,0.301029995663981
erice,erice,0,0.301029995663981
fere,ferre,0.2,0.255272505103306
gebre,gebre,0,0.301029995663981
ector,ector,0,0.301029995663981
ensure,ensure,0,0.301029995663981
encore,encore,0,0.301029995663981
lenore,lenore,0,0.301029995663981
henrie,henrie,0,0.301029995663981
scene,scene,0,0.301029995663981
venue,venue,0,0.301029995663981
enemy,enemy,0,0.301029995663981
genes,genes,0,0.301029995663981
pence,pence,0,0.301029995663981
leone,leone,0,0.301029995663981
irene,irene,0,0.301029995663981
keane,keane,0,0.301029995663981
deane,deane,0,0.301029995663981
genie,genie,0,0.301029995663981
rene,renee,0.2,0.255272505103306
seine,seine,0,0.301029995663981
renee,renee,0,0.301029995663981
tenet,tenet,0,0.301029995663981
engel,engel,0,0.301029995663981
keene,keene,0,0.301029995663981
genet,genet,0,0.301029995663981
heine,heine,0,0.301029995663981
ender,ender,0,0.301029995663981
renée,renée,0,0.301029995663981
benet,benet,0,0.301029995663981
jeune,jeune,0,0.301029995663981
reine,reine,0,0.301029995663981
enver,enver,0,0.301029995663981
menem,menem,0,0.301029995663981
lene,llene,0.2,0.255272505103306
renfe,renfe,0,0.301029995663981
henze,henze,0,0.301029995663981
eines,eines,0,0.301029995663981
engle,engle,0,0.301029995663981
meine,meine,0,0.301029995663981
mende,mende,0,0.301029995663981
ebner,ebner,0,0.301029995663981
beane,beane,0,0.301029995663981
tiene,tiene,0,0.301029995663981
jeane,jeane,0,0.301029995663981
deneb,deneb,0,0.301029995663981
vence,vence,0,0.301029995663981
edney,edney,0,0.301029995663981
menes,menes,0,0.301029995663981
peine,peine,0,0.301029995663981
emine,emine,0,0.301029995663981
eneas,eneas,0,0.301029995663981
tener,tener,0,0.301029995663981
henry,henry,0,0.301029995663981
tenor,tenor,0,0.301029995663981
henri,henri,0,0.301029995663981
einar,einar,0,0.301029995663981
menor,menor,0,0.301029995663981
ensor,ensor,0,0.301029995663981
enric,enric,0,0.301029995663981
center,center,0,0.301029995663981
denote,denote,0,0.301029995663981
puente,puente,0,0.301029995663981
twente,twente,0,0.301029995663981
fuente,fuente,0,0.301029995663981
renate,renate,0,0.301029995663981
frente,frente,0,0.301029995663981
venter,venter,0,0.301029995663981
gentes,gentes,0,0.301029995663981
cenote,cenote,0,0.301029995663981
event,event,0,0.301029995663981
spent,spent,0,0.301029995663981
agent,agent,0,0.301029995663981
brent,brent,0,0.301029995663981
cents,cents,0,0.301029995663981
vents,vents,0,0.301029995663981
zenit,zenit,0,0.301029995663981
ament,ament,0,0.301029995663981
bento,bento,0,0.301029995663981
vento,vento,0,0.301029995663981
wentz,wentz,0,0.301029995663981
cento,cento,0,0.301029995663981
lento,lento,0,0.301029995663981
lentz,lentz,0,0.301029995663981
mento,mento,0,0.301029995663981
mentor,mentor,0,0.301029995663981
gentry,gentry,0,0.301029995663981
centro,centro,0,0.301029995663981
centra,centra,0,0.301029995663981
dentro,dentro,0,0.301029995663981
sentra,sentra,0,0.301029995663981
yoga,yoga,0,0.301029995663981
yang,yang,0,0.301029995663981
yan,yann,0.25,0.243038048686294
ymca,ymca,0,0.301029995663981
goya,goya,0,0.301029995663981
yoda,yoda,0,0.301029995663981
yann,yann,0,0.301029995663981
yvan,yvan,0,0.301029995663981
biya,biya,0,0.301029995663981
iyad,iyad,0,0.301029995663981
gyan,gyan,0,0.301029995663981
joya,joya,0,0.301029995663981
yoav,yoav,0,0.301029995663981
zoya,zoya,0,0.301029995663981
yani,yani,0,0.301029995663981
like,like,0,0.301029995663981
line,line,0,0.301029995663981
live,live,0,0.301029995663981
led,leed,0.25,0.243038048686294
mile,mile,0,0.301029995663981
hole,hole,0,0.301029995663981
leg,legg,0.25,0.243038048686294
lime,lime,0,0.301029995663981
levy,levy,0,0.301029995663981
nile,nile,0,0.301029995663981
kyle,kyle,0,0.301029995663981
levi,levi,0,0.301029995663981
lied,lied,0,0.301029995663981
lyle,lyle,0,0.301029995663981
lyme,lyme,0,0.301029995663981
oleg,oleg,0,0.301029995663981
bleu,bleu,0,0.301029995663981
leif,leif,0,0.301029995663981
legg,legg,0,0.301029995663981
lyne,lyne,0,0.301029995663981
lech,lech,0,0.301029995663981
lep,lepp,0.25,0.243038048686294
lek,leek,0.25,0.243038048686294
levu,levu,0,0.301029995663981
lewy,lewy,0,0.301029995663981
oled,oled,0,0.301029995663981
wole,wole,0,0.301029995663981
ilie,ilie,0,0.301029995663981
lieb,lieb,0,0.301029995663981
hleb,hleb,0,0.301029995663981
rle,rrle,0.25,0.243038048686294
wyle,wyle,0,0.301029995663981
gle,glee,0.25,0.243038048686294
kole,kole,0,0.301029995663981
liev,liev,0,0.301029995663981
doors,doors,0,0.301029995663981
downs,downs,0,0.301029995663981
doses,doses,0,0.301029995663981
dolls,dolls,0,0.301029995663981
demos,demos,0,0.301029995663981
doris,doris,0,0.301029995663981
doesn,doesn,0,0.301029995663981
dodds,dodds,0,0.301029995663981
dobbs,dobbs,0,0.301029995663981
eidos,eidos,0,0.301029995663981
domus,domus,0,0.301029995663981
todos,todos,0,0.301029995663981
dods,dodds,0.2,0.255272505103306
dinos,dinos,0,0.301029995663981
dors,doors,0.2,0.255272505103306
dores,dores,0,0.301029995663981
dotes,dotes,0,0.301029995663981
kids,kids,0,0.301029995663981
disc,disc,0,0.301029995663981
dish,dish,0,0.301029995663981
dvds,dvds,0,0.301029995663981
bdsm,bdsm,0,0.301029995663981
pids,pids,0,0.301029995663981
dog,dogg,0.25,0.243038048686294
dock,dock,0,0.301029995663981
doug,doug,0,0.301029995663981
dodd,dodd,0,0.301029995663981
dod,dodd,0.25,0.243038048686294
doku,doku,0,0.301029995663981
dogg,dogg,0,0.301029995663981
bdo,bbdo,0.25,0.243038048686294
dido,dido,0,0.301029995663981
dowd,dowd,0,0.301029995663981
doña,doña,0,0.301029995663981
doig,doig,0,0.301029995663981
fido,fido,0,0.301029995663981
diop,diop,0,0.301029995663981
dop,dopp,0.25,0.243038048686294
dodi,dodi,0,0.301029995663981
divo,divo,0,0.301029995663981
doxa,doxa,0,0.301029995663981
bbdo,bbdo,0,0.301029995663981
sido,sido,0,0.301029995663981
doda,doda,0,0.301029995663981
human,human,0,0.301029995663981
hands,hands,0,0.301029995663981
thank,thank,0,0.301029995663981
chain,chain,0,0.301029995663981
haven,haven,0,0.301029995663981
handy,handy,0,0.301029995663981
hans,hanns,0.2,0.255272505103306
ghana,ghana,0,0.301029995663981
shane,shane,0,0.301029995663981
zhang,zhang,0,0.301029995663981
shaun,shaun,0,0.301029995663981
hogan,hogan,0,0.301029995663981
chang,chang,0,0.301029995663981
johan,johan,0,0.301029995663981
shawn,shawn,0,0.301029995663981
haydn,haydn,0,0.301029995663981
huang,huang,0,0.301029995663981
shan,shann,0.2,0.255272505103306
hanna,hanna,0,0.301029995663981
hanoi,hanoi,0,0.301029995663981
hasan,hasan,0,0.301029995663981
hanks,hanks,0,0.301029995663981
rohan,rohan,0,0.301029995663981
hagen,hagen,0,0.301029995663981
mohan,mohan,0,0.301029995663981
hyman,hyman,0,0.301029995663981
shang,shang,0,0.301029995663981
henan,henan,0,0.301029995663981
hearn,hearn,0,0.301029995663981
halen,halen,0,0.301029995663981
hana,hanna,0.2,0.255272505103306
hana,hanaa,0.2,0.255272505103306
chuan,chuan,0,0.301029995663981
haden,haden,0,0.301029995663981
lohan,lohan,0,0.301029995663981
hwang,hwang,0,0.301029995663981
thane,thane,0,0.301029995663981
hagan,hagan,0,0.301029995663981
wuhan,wuhan,0,0.301029995663981
jahan,jahan,0,0.301029995663981
thanh,thanh,0,0.301029995663981
haman,haman,0,0.301029995663981
thani,thani,0,0.301029995663981
hansa,hansa,0,0.301029995663981
horan,horan,0,0.301029995663981
mahan,mahan,0,0.301029995663981
harun,harun,0,0.301029995663981
hanif,hanif,0,0.301029995663981
haney,haney,0,0.301029995663981
hanes,hanes,0,0.301029995663981
hanno,hanno,0,0.301029995663981
hanns,hanns,0,0.301029995663981
orhan,orhan,0,0.301029995663981
shana,shana,0,0.301029995663981
shani,shani,0,0.301029995663981
chana,chana,0,0.301029995663981
hoang,hoang,0,0.301029995663981
ghani,ghani,0,0.301029995663981
hanan,hanan,0,0.301029995663981
ahsan,ahsan,0,0.301029995663981
thain,thain,0,0.301029995663981
hakan,hakan,0,0.301029995663981
gahan,gahan,0,0.301029995663981
hamon,hamon,0,0.301029995663981
dhani,dhani,0,0.301029995663981
ihsan,ihsan,0,0.301029995663981
hazan,hazan,0,0.301029995663981
hanke,hanke,0,0.301029995663981
honan,honan,0,0.301029995663981
hanga,hanga,0,0.301029995663981
ohana,ohana,0,0.301029995663981
haren,haren,0,0.301029995663981
hance,hance,0,0.301029995663981
cahan,cahan,0,0.301029995663981
hany,hanny,0.2,0.255272505103306
dahan,dahan,0,0.301029995663981
hania,hania,0,0.301029995663981
any,anny,0.25,0.243038048686294
many,many,0,0.301029995663981
main,main,0,0.301029995663981
want,want,0,0.301029995663981
man,mann,0.25,0.243038048686294
man,maan,0.25,0.243038048686294
band,band,0,0.301029995663981
bank,bank,0,0.301029995663981
gain,gain,0,0.301029995663981
van,vann,0.25,0.243038048686294
jan,jaan,0.25,0.243038048686294
andy,andy,0,0.301029995663981
jane,jane,0,0.301029995663981
anne,anne,0,0.301029995663981
dan,dann,0.25,0.243038048686294
dawn,dawn,0,0.301029995663981
gang,gang,0,0.301029995663981
bang,bang,0,0.301029995663981
ivan,ivan,0,0.301029995663981
damn,damn,0,0.301029995663981
wang,wang,0,0.301029995663981
anti,anti,0,0.301029995663981
iain,iain,0,0.301029995663981
mann,mann,0,0.301029995663981
kane,kane,0,0.301029995663981
akin,akin,0,0.301029995663981
kant,kant,0,0.301029995663981
kahn,kahn,0,0.301029995663981
jain,jain,0,0.301029995663981
bain,bain,0,0.301029995663981
kang,kang,0,0.301029995663981
dani,dani,0,0.301029995663981
amin,amin,0,0.301029995663981
fang,fang,0,0.301029995663981
mani,mani,0,0.301029995663981
manu,manu,0,0.301029995663981
ani,anni,0.25,0.243038048686294
vane,vane,0,0.301029995663981
ane,anne,0.25,0.243038048686294
bane,bane,0,0.301029995663981
zane,zane,0,0.301029995663981
mane,mane,0,0.301029995663981
xian,xian,0,0.301029995663981
kwan,kwan,0,0.301029995663981
kan,kaan,0.25,0.243038048686294
jang,jang,0,0.301029995663981
jian,jian,0,0.301029995663981
qian,qian,0,0.301029995663981
bani,bani,0,0.301029995663981
bahn,bahn,0,0.301029995663981
dann,dann,0,0.301029995663981
gian,gian,0,0.301029995663981
andi,andi,0,0.301029995663981
dang,dang,0,0.301029995663981
iwan,iwan,0,0.301029995663981
iban,iban,0,0.301029995663981
mian,mian,0,0.301029995663981
fain,fain,0,0.301029995663981
agni,agni,0,0.301029995663981
mang,mang,0,0.301029995663981
ganz,ganz,0,0.301029995663981
gant,gant,0,0.301029995663981
iman,iman,0,0.301029995663981
vann,vann,0,0.301029995663981
kanu,kanu,0,0.301029995663981
anni,anni,0,0.301029995663981
jani,jani,0,0.301029995663981
gane,gane,0,0.301029995663981
banc,banc,0,0.301029995663981
ange,ange,0,0.301029995663981
dany,dany,0,0.301029995663981
zain,zain,0,0.301029995663981
aine,aine,0,0.301029995663981
kani,kani,0,0.301029995663981
jaén,jaén,0,0.301029995663981
anke,anke,0,0.301029995663981
vian,vian,0,0.301029995663981
zang,zang,0,0.301029995663981
anny,anny,0,0.301029995663981
kian,kian,0,0.301029995663981
gani,gani,0,0.301029995663981
angy,angy,0,0.301029995663981
avni,avni,0,0.301029995663981
thin,thin,0,0.301029995663981
shin,shin,0,0.301029995663981
h5n1,h5n1,0,0.301029995663981
hine,hine,0,0.301029995663981
khin,khin,0,0.301029995663981
rhin,rhin,0,0.301029995663981
h3n2,h3n2,0,0.301029995663981
también,también,0,0.301029995663981
ambient,ambient,0,0.301029995663981
gambino,gambino,0,0.301029995663981
bambino,bambino,0,0.301029995663981
ambien,ambien,0,0.301029995663981
tambien,tambien,0,0.301029995663981
tamzin,tamzin,0,0.301029995663981
sombre,sombre,0,0.301029995663981
sobre,sobre,0,0.301029995663981
hombre,hombre,0,0.301029995663981
nombre,nombre,0,0.301029995663981
obrero,obrero,0,0.301029995663981
dobre,dobre,0,0.301029995663981
obrera,obrera,0,0.301029995663981
cobre,cobre,0,0.301029995663981
break,break,0,0.301029995663981
brief,brief,0,0.301029995663981
broke,broke,0,0.301029995663981
bruce,bruce,0,0.301029995663981
bread,bread,0,0.301029995663981
brave,brave,0,0.301029995663981
bride,bride,0,0.301029995663981
bore,borre,0.2,0.255272505103306
bare,barre,0.2,0.255272505103306
brake,brake,0,0.301029995663981
borne,borne,0,0.301029995663981
burke,burke,0,0.301029995663981
bred,bred,0,0.301029995663981
brett,brett,0,0.301029995663981
byrne,byrne,0,0.301029995663981
brew,brew,0,0.301029995663981
sabre,sabre,0,0.301029995663981
bryce,bryce,0,0.301029995663981
libre,libre,0,0.301029995663981
bret,brett,0.2,0.255272505103306
bre,bree,0.25,0.243038048686294
breen,breen,0,0.301029995663981
buren,buren,0,0.301029995663981
barre,barre,0,0.301029995663981
breda,breda,0,0.301029995663981
brice,brice,0,0.301029995663981
bores,bores,0,0.301029995663981
brie,brie,0,0.301029995663981
bren,breen,0.2,0.255272505103306
borel,borel,0,0.301029995663981
brahe,brahe,0,0.301029995663981
abreu,abreu,0,0.301029995663981
fabre,fabre,0,0.301029995663981
barbe,barbe,0,0.301029995663981
borde,borde,0,0.301029995663981
brien,brien,0,0.301029995663981
bares,bares,0,0.301029995663981
brera,brera,0,0.301029995663981
breve,breve,0,0.301029995663981
brees,brees,0,0.301029995663981
borge,borge,0,0.301029995663981
boren,boren,0,0.301029995663981
börse,börse,0,0.301029995663981
brega,brega,0,0.301029995663981
bres,brees,0.2,0.255272505103306
brose,brose,0,0.301029995663981
breva,breva,0,0.301029995663981
bruel,bruel,0,0.301029995663981
more,moore,0.2,0.255272505103306
order,order,0,0.301029995663981
force,force,0,0.301029995663981
core,corre,0.2,0.255272505103306
horse,horse,0,0.301029995663981
score,score,0,0.301029995663981
korea,korea,0,0.301029995663981
moore,moore,0,0.301029995663981
shore,shore,0,0.301029995663981
forge,forge,0,0.301029995663981
morse,morse,0,0.301029995663981
jorge,jorge,0,0.301029995663981
cores,cores,0,0.301029995663981
lore,lorre,0.2,0.255272505103306
lore,llore,0.2,0.255272505103306
horne,horne,0,0.301029995663981
corel,corel,0,0.301029995663981
loire,loire,0,0.301029995663981
corey,corey,0,0.301029995663981
yorke,yorke,0,0.301029995663981
forte,forte,0,0.301029995663981
adore,adore,0,0.301029995663981
oriel,oriel,0,0.301029995663981
hoare,hoare,0,0.301029995663981
chore,chore,0,0.301029995663981
loren,loren,0,0.301029995663981
mores,mores,0,0.301029995663981
forex,forex,0,0.301029995663981
forde,forde,0,0.301029995663981
morte,morte,0,0.301029995663981
afore,afore,0,0.301029995663981
morel,morel,0,0.301029995663981
amore,amore,0,0.301029995663981
corea,corea,0,0.301029995663981
dorje,dorje,0,0.301029995663981
corte,corte,0,0.301029995663981
corse,corse,0,0.301029995663981
fiore,fiore,0,0.301029995663981
morey,morey,0,0.301029995663981
forme,forme,0,0.301029995663981
soren,soren,0,0.301029995663981
orden,orden,0,0.301029995663981
sorel,sorel,0,0.301029995663981
orfeo,orfeo,0,0.301029995663981
morea,morea,0,0.301029995663981
goren,goren,0,0.301029995663981
lorre,lorre,0,0.301029995663981
flore,flore,0,0.301029995663981
doren,doren,0,0.301029995663981
koren,koren,0,0.301029995663981
cuore,cuore,0,0.301029995663981
corde,corde,0,0.301029995663981
roure,roure,0,0.301029995663981
moret,moret,0,0.301029995663981
moreh,moreh,0,0.301029995663981
orate,orate,0,0.301029995663981
oribe,oribe,0,0.301029995663981
adobe,adobe,0,0.301029995663981
globe,globe,0,0.301029995663981
noble,noble,0,0.301029995663981
nobel,nobel,0,0.301029995663981
obey,obey,0,0.301029995663981
sober,sober,0,0.301029995663981
robes,robes,0,0.301029995663981
kobe,kobe,0,0.301029995663981
oboes,oboes,0,0.301029995663981
tobey,tobey,0,0.301029995663981
doble,doble,0,0.301029995663981
sobel,sobel,0,0.301029995663981
kolbe,kolbe,0,0.301029995663981
goble,goble,0,0.301029995663981
hobie,hobie,0,0.301029995663981
robie,robie,0,0.301029995663981
obed,obed,0,0.301029995663981
objet,objet,0,0.301029995663981
gombe,gombe,0,0.301029995663981
lobel,lobel,0,0.301029995663981
obert,obert,0,0.301029995663981
roble,roble,0,0.301029995663981
rober,rober,0,0.301029995663981
cobra,cobra,0,0.301029995663981
obras,obras,0,0.301029995663981
sobor,sobor,0,0.301029995663981
tobar,tobar,0,0.301029995663981
share,share,0,0.301029995663981
shire,shire,0,0.301029995663981
surge,surge,0,0.301029995663981
shrek,shrek,0,0.301029995663981
sucre,sucre,0,0.301029995663981
sires,sires,0,0.301029995663981
sacre,sacre,0,0.301029995663981
swire,swire,0,0.301029995663981
sarre,sarre,0,0.301029995663981
sifre,sifre,0,0.301029995663981
sare,sarre,0.2,0.255272505103306
sable,sable,0,0.301029995663981
saber,saber,0,0.301029995663981
sibel,sibel,0,0.301029995663981
sabri,sabri,0,0.301029995663981
sabor,sabor,0,0.301029995663981
source,source,0,0.301029995663981
stores,stores,0,0.301029995663981
scores,scores,0,0.301029995663981
shores,shores,0,0.301029995663981
soares,soares,0,0.301029995663981
sofres,sofres,0,0.301029995663981
somare,somare,0,0.301029995663981
some,somme,0.2,0.255272505103306
scope,scope,0,0.301029995663981
smoke,smoke,0,0.301029995663981
solve,solve,0,0.301029995663981
shoes,shoes,0,0.301029995663981
slope,slope,0,0.301029995663981
somme,somme,0,0.301029995663981
soles,soles,0,0.301029995663981
soley,soley,0,0.301029995663981
soler,soler,0,0.301029995663981
sonae,sonae,0,0.301029995663981
snowe,snowe,0,0.301029995663981
sones,sones,0,0.301029995663981
s.o.e,s.o.e,0,0.301029995663981
short,short,0,0.301029995663981
story,story,0,0.301029995663981
sorry,sorry,0,0.301029995663981
storm,storm,0,0.301029995663981
solar,solar,0,0.301029995663981
sword,sword,0,0.301029995663981
sonar,sonar,0,0.301029995663981
astor,astor,0,0.301029995663981
stork,stork,0,0.301029995663981
visor,visor,0,0.301029995663981
soros,soros,0,0.301029995663981
señor,señor,0,0.301029995663981
soria,soria,0,0.301029995663981
sorin,sorin,0,0.301029995663981
sorum,sorum,0,0.301029995663981
sordo,sordo,0,0.301029995663981
isobel,isobel,0,0.301029995663981
snobs,snobs,0,0.301029995663981
sombra,sombra,0,0.301029995663981
sobran,sobran,0,0.301029995663981
sobral,sobral,0,0.301029995663981
since,since,0,0.301029995663981
using,using,0,0.301029995663981
sign,sign,0,0.301029995663981
spain,spain,0,0.301029995663981
skin,skin,0,0.301029995663981
simon,simon,0,0.301029995663981
signs,signs,0,0.301029995663981
asian,asian,0,0.301029995663981
saint,saint,0,0.301029995663981
sing,sing,0,0.301029995663981
sin,sinn,0.25,0.243038048686294
swing,swing,0,0.301029995663981
spin,spin,0,0.301029995663981
singh,singh,0,0.301029995663981
shine,shine,0,0.301029995663981
sings,sings,0,0.301029995663981
sting,sting,0,0.301029995663981
sinn,sinn,0,0.301029995663981
skins,skins,0,0.301029995663981
sinai,sinai,0,0.301029995663981
satin,satin,0,0.301029995663981
siena,siena,0,0.301029995663981
sindh,sindh,0,0.301029995663981
swain,swain,0,0.301029995663981
sind,sind,0,0.301029995663981
sinha,sinha,0,0.301029995663981
sabin,sabin,0,0.301029995663981
sarin,sarin,0,0.301029995663981
simón,simón,0,0.301029995663981
sinan,sinan,0,0.301029995663981
yasin,yasin,0,0.301029995663981
astin,astin,0,0.301029995663981
signe,signe,0,0.301029995663981
sivan,sivan,0,0.301029995663981
sines,sines,0,0.301029995663981
aspin,aspin,0,0.301029995663981
hsien,hsien,0,0.301029995663981
safin,safin,0,0.301029995663981
surin,surin,0,0.301029995663981
sainz,sainz,0,0.301029995663981
svein,svein,0,0.301029995663981
sinc,sinc,0,0.301029995663981
sindy,sindy,0,0.301029995663981
semin,semin,0,0.301029995663981
sindi,sindi,0,0.301029995663981
signa,signa,0,0.301029995663981
sinti,sinti,0,0.301029995663981
sahin,sahin,0,0.301029995663981
wisin,wisin,0,0.301029995663981
find,find,0,0.301029995663981
king,king,0,0.301029995663981
link,link,0,0.301029995663981
mind,mind,0,0.301029995663981
kind,kind,0,0.301029995663981
nine,nine,0,0.301029995663981
wind,wind,0,0.301029995663981
ring,ring,0,0.301029995663981
wine,wine,0,0.301029995663981
mine,mine,0,0.301029995663981
wing,wing,0,0.301029995663981
isbn,isbn,0,0.301029995663981
wins,wins,0,0.301029995663981
twin,twin,0,0.301029995663981
tiny,tiny,0,0.301029995663981
pink,pink,0,0.301029995663981
mini,mini,0,0.301029995663981
inch,inch,0,0.301029995663981
mint,mint,0,0.301029995663981
bind,bind,0,0.301029995663981
zinc,zinc,0,0.301029995663981
pins,pins,0,0.301029995663981
fin,finn,0.25,0.243038048686294
vine,vine,0,0.301029995663981
ming,ming,0,0.301029995663981
finn,finn,0,0.301029995663981
lin,linn,0.25,0.243038048686294
fins,fins,0,0.301029995663981
ping,ping,0,0.301029995663981
ling,ling,0,0.301029995663981
qing,qing,0,0.301029995663981
didn,didn,0,0.301029995663981
ins,inss,0.25,0.243038048686294
indy,indy,0,0.301029995663981
féin,féin,0,0.301029995663981
minh,minh,0,0.301029995663981
mink,mink,0,0.301029995663981
bing,bing,0,0.301029995663981
jing,jing,0,0.301029995663981
ine,inee,0.25,0.243038048686294
ding,ding,0,0.301029995663981
linn,linn,0,0.301029995663981
ince,ince,0,0.301029995663981
ying,ying,0,0.301029995663981
fink,fink,0,0.301029995663981
linz,linz,0,0.301029995663981
ting,ting,0,0.301029995663981
zine,zine,0,0.301029995663981
lind,lind,0,0.301029995663981
inge,inge,0,0.301029995663981
insp,insp,0,0.301029995663981
xing,xing,0,0.301029995663981
bint,bint,0,0.301029995663981
dinh,dinh,0,0.301029995663981
binh,binh,0,0.301029995663981
ning,ning,0,0.301029995663981
brin,brin,0,0.301029995663981
inxs,inxs,0,0.301029995663981
inez,inez,0,0.301029995663981
ninh,ninh,0,0.301029995663981
inti,inti,0,0.301029995663981
dink,dink,0,0.301029995663981
iván,iván,0,0.301029995663981
gini,gini,0,0.301029995663981
ving,ving,0,0.301029995663981
rijn,rijn,0,0.301029995663981
dini,dini,0,0.301029995663981
vint,vint,0,0.301029995663981
indi,indi,0,0.301029995663981
nini,nini,0,0.301029995663981
inés,inés,0,0.301029995663981
tink,tink,0,0.301029995663981
ging,ging,0,0.301029995663981
fini,fini,0,0.301029995663981
pini,pini,0,0.301029995663981
inp,inpp,0.25,0.243038048686294
vini,vini,0,0.301029995663981
bini,bini,0,0.301029995663981
zink,zink,0,0.301029995663981
pind,pind,0,0.301029995663981
fing,fing,0,0.301029995663981
vink,vink,0,0.301029995663981
it,itt,0.333333333333333,0.221848749616356
big,big,0,0.301029995663981
ii,iii,0.333333333333333,0.221848749616356
bit,bit,0,0.301029995663981
iii,iii,0,0.301029995663981
kit,kit,0,0.301029995663981
vi,vii,0.333333333333333,0.221848749616356
gig,gig,0,0.301029995663981
itv,itv,0,0.301029995663981
vii,vii,0,0.301029995663981
xi,xxi,0.333333333333333,0.221848749616356
xi,xii,0.333333333333333,0.221848749616356
wit,wit,0,0.301029995663981
xii,xii,0,0.301029995663981
wi,wii,0.333333333333333,0.221848749616356
xiv,xiv,0,0.301029995663981
ib,ibb,0.333333333333333,0.221848749616356
xvi,xvi,0,0.301029995663981
viz,viz,0,0.301029995663981
wii,wii,0,0.301029995663981
ki,kii,0.333333333333333,0.221848749616356
itt,itt,0,0.301029995663981
xix,xix,0,0.301029995663981
bib,bib,0,0.301029995663981
biz,biz,0,0.301029995663981
xxi,xxi,0,0.301029995663981
git,git,0,0.301029995663981
gti,gti,0,0.301029995663981
wiz,wiz,0,0.301029995663981
ij,iij,0.333333333333333,0.221848749616356
zig,zig,0,0.301029995663981
iti,iti,0,0.301029995663981
zvi,zvi,0,0.301029995663981
iwi,iwi,0,0.301029995663981
twi,twi,0,0.301029995663981
tbi,tbi,0,0.301029995663981
tig,tig,0,0.301029995663981
bix,bix,0,0.301029995663981
igt,igt,0,0.301029995663981
itb,itb,0,0.301029995663981
tgi,tgi,0,0.301029995663981
vik,vik,0,0.301029995663981
ibi,ibi,0,0.301029995663981
vig,vig,0,0.301029995663981
i10,i10,0,0.301029995663981
g.i,g.i,0,0.301029995663981
vix,vix,0,0.301029995663981
vib,vib,0,0.301029995663981
j.i,j.i,0,0.301029995663981
kib,kib,0,0.301029995663981
ibb,ibb,0,0.301029995663981
kii,kii,0,0.301029995663981
i.g,i.g,0,0.301029995663981
tik,tik,0,0.301029995663981
tvi,tvi,0,0.301029995663981
iij,iij,0,0.301029995663981
i-x,i-x,0,0.301029995663981
jti,jti,0,0.301029995663981
